doc_id,title,type,date,entity_text,entity_type,canonical_entity
pa_011,Organization of the National Security Council and Subcommittees,OTHER,2025-01-20,Policy Coordination Committees,ORG,Policy Coordination Committees
pa_011,Organization of the National Security Council and Subcommittees,OTHER,2025-01-20,PCCs,ORG,PCCs
pa_011,Organization of the National Security Council and Subcommittees,OTHER,2025-01-20,PCC,ORG,PCC
pa_011,Organization of the National Security Council and Subcommittees,OTHER,2025-01-20,Interagency Policy Committees,ORG,Interagency Policy Committees
pa_011,Organization of the National Security Council and Subcommittees,OTHER,2025-01-20,National Security Memorandum-2 (NSM–2,LAW,National Security Memorandum-2 (NSM–2
pa_011,Organization of the National Security Council and Subcommittees,OTHER,2025-01-20,National Security Policy Memoranda,LAW,National Security Policy Memoranda
pa_011,Organization of the National Security Council and Subcommittees,OTHER,2025-01-20,National Security Memoranda,LAW,National Security Memoranda
pa_011,Organization of the National Security Council and Subcommittees,OTHER,2025-01-20,National Security Study,LAW,National Security Study
pa_011,Organization of the National Security Council and Subcommittees,OTHER,2025-01-20,National Security Memorandum–2 of February,LAW,National Security Memorandum–2 of February
pa_011,Organization of the National Security Council and Subcommittees,OTHER,2025-01-20,EOP,LAW,EOP
pa_011,Organization of the National Security Council and Subcommittees,OTHER,2025-01-20,News Administration,ORG,News Administration
pa_011,Organization of the National Security Council and Subcommittees,OTHER,2025-01-20,The White House,FAC,White House
pa_011,Organization of the National Security Council and Subcommittees,OTHER,2025-01-20,Washington,GPE,Washington
pa_011,Organization of the National Security Council and Subcommittees,OTHER,2025-01-20,Instagram,ORG,Instagram
pa_011,Organization of the National Security Council and Subcommittees,OTHER,2025-01-20,WH.GOV,ORG,WH.GOV
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,The United States,GPE,the United States
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,The World Health Organization,ORG,World Health Organization
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,THE UNITED STATES,GPE,the UNITED STATES
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,the Constitution,LAW,Constitution
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,the United States of America,GPE,the United States of America
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,Section 1,LAW,Section 1
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,WHO,ORG,WHO
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,Wuhan,GPE,Wuhan
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,China,GPE,China
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,Sec. 2,LAW,Sec. 2
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,the United Nations,GPE,the United Nations
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,Executive Order 13987,LAW,Executive Order 13987
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,Organizing and Mobilizing the United States Government,WORK_OF_ART,Organizing and Mobilizing the United States Government
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,United States,GPE,United States
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,National Security Council,ORG,National Security Council
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,State,ORG,State
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,the Office of Management and Budget,ORG,Office of Management and Budget
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,the White House Office of Pandemic Preparedness and Response Policy,ORG,White House Office of Pandemic Preparedness and Response Policy
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,Sec. 3. Notification,LAW,Sec. 3. Notification
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,the United Nations,ORG,United Nations
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,Sec. 4. Global System Negotiations,LAW,Sec. 4. Global System Negotiations
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,the WHO Pandemic Agreement,LAW,WHO Pandemic Agreement
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,the International Health Regulations,LAW,International Health Regulations
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,Sec. 5. General Provisions,LAW,Sec. 5. General Provisions
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,THE WHITE HOUSE,ORG,WHITE HOUSE
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,News Administration,ORG,News Administration
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,The White House,ORG,White House
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,Washington,GPE,Washington
pa_012,WITHDRAWING THE UNITED STATES FROM THE WORLD HEALTH ORGANIZATION,EXECUTIVE ORDER,2025-01-20,DC,GPE,DC
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,The United States,GPE,the United States
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,THE UNITED STATES,GPE,the UNITED STATES
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,the United States of America,GPE,the United States of America
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,America,GPE,America
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,Americans,NORP,Americans
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,American,NORP,American
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,Mexico,GPE,Mexico
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,the Armed Forces,ORG,Armed Forces
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,the Department of Homeland Security,ORG,Department of Homeland Security
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,United States,GPE,United States
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,States,GPE,States
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,DONALD J. TRUMP,PERSON,DONALD J. TRUMP
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,the Constitution,LAW,Constitution
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,the National Emergencies Act,LAW,National Emergencies Act
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,50 U.S.C. 1601,LAW,50 U.S.C. 1601
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,section 12302,LAW,Section 12302
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,"title 10, United States Code",LAW,"Title 10, United States Code"
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,Defense,ORG,Defense
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,the Department of Defense,ORG,Department of Defense
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,the Federal Government’s,ORG,Federal Government’s
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,section 301 of the National Emergencies Act,LAW,Section 301 of the National Emergencies Act
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,section 2808,LAW,Section 2808
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,the Ready Reserve,ORG,Ready Reserve
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,the National Guard,ORG,National Guard
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,Sec. 2. Additional Physical Barriers.,LAW,Sec. 2. Additional Physical Barriers.
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,Homeland Security,ORG,Homeland Security
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,10 U.S.C. 2214,LAW,10 U.S.C. 2214
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,Unmanned Aerial Systems,LAW,Unmanned Aerial Systems
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,the Federal Communications Commission,ORG,Federal Communications Commission
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,Federal Aviation Administration,ORG,Federal Aviation Administration
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,Sec. 4. Revision of Policies and Strategies,LAW,Sec. 4. Revision of Policies and Strategies
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,Sec. 5. Revocation.,LAW,Sec. 5. Revocation.
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,Proclamation 10142,LAW,Proclamation 10142
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,Sec. 6. Reporting Requirement.,LAW,Sec. 6. Reporting Requirement.
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,the Insurrection Act,LAW,Insurrection Act
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,Sec. 7. General Provisions,LAW,Sec. 7. General Provisions
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,the Office of Management and Budget,ORG,Office of Management and Budget
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,News Administration,ORG,News Administration
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,The White House,FAC,White House
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,Washington,GPE,Washington
pa_013,DECLARING A NATIONAL EMERGENCY AT THE SOUTHERN BORDER OF THE UNITED STATES,OTHER,2025-01-20,DC,GPE,DC
pa_014,CLARIFYING THE MILITARY’S ROLE IN PROTECTING THE TERRITORIAL INTEGRITY OF THE UNITED STATES,EXECUTIVE ORDER,2025-01-20,The United States,GPE,the United States
pa_014,CLARIFYING THE MILITARY’S ROLE IN PROTECTING THE TERRITORIAL INTEGRITY OF THE UNITED STATES,EXECUTIVE ORDER,2025-01-20,THE UNITED STATES,GPE,the UNITED STATES
pa_014,CLARIFYING THE MILITARY’S ROLE IN PROTECTING THE TERRITORIAL INTEGRITY OF THE UNITED STATES,EXECUTIVE ORDER,2025-01-20,the United States of America,GPE,the United States of America
pa_014,CLARIFYING THE MILITARY’S ROLE IN PROTECTING THE TERRITORIAL INTEGRITY OF THE UNITED STATES,EXECUTIVE ORDER,2025-01-20,Section 1. Purpose,LAW,Section 1. Purpose
pa_014,CLARIFYING THE MILITARY’S ROLE IN PROTECTING THE TERRITORIAL INTEGRITY OF THE UNITED STATES,EXECUTIVE ORDER,2025-01-20,the Armed Forces of the United States,ORG,Armed Forces of the United States
pa_014,CLARIFYING THE MILITARY’S ROLE IN PROTECTING THE TERRITORIAL INTEGRITY OF THE UNITED STATES,EXECUTIVE ORDER,2025-01-20,The Armed Forces,ORG,Armed Forces
pa_014,CLARIFYING THE MILITARY’S ROLE IN PROTECTING THE TERRITORIAL INTEGRITY OF THE UNITED STATES,EXECUTIVE ORDER,2025-01-20,American,NORP,American
pa_014,CLARIFYING THE MILITARY’S ROLE IN PROTECTING THE TERRITORIAL INTEGRITY OF THE UNITED STATES,EXECUTIVE ORDER,2025-01-20,Sec. 2. Policy,LAW,Sec. 2. Policy
pa_014,CLARIFYING THE MILITARY’S ROLE IN PROTECTING THE TERRITORIAL INTEGRITY OF THE UNITED STATES,EXECUTIVE ORDER,2025-01-20,Sec. 3. Implementation,LAW,Sec. 3. Implementation
pa_014,CLARIFYING THE MILITARY’S ROLE IN PROTECTING THE TERRITORIAL INTEGRITY OF THE UNITED STATES,EXECUTIVE ORDER,2025-01-20,Defense,ORG,Defense
pa_014,CLARIFYING THE MILITARY’S ROLE IN PROTECTING THE TERRITORIAL INTEGRITY OF THE UNITED STATES,EXECUTIVE ORDER,2025-01-20,the Unified Command Plan,LAW,Unified Command Plan
pa_014,CLARIFYING THE MILITARY’S ROLE IN PROTECTING THE TERRITORIAL INTEGRITY OF THE UNITED STATES,EXECUTIVE ORDER,2025-01-20,United States,GPE,United States
pa_014,CLARIFYING THE MILITARY’S ROLE IN PROTECTING THE TERRITORIAL INTEGRITY OF THE UNITED STATES,EXECUTIVE ORDER,2025-01-20,USNORTHCOM,ORG,USNORTHCOM
pa_014,CLARIFYING THE MILITARY’S ROLE IN PROTECTING THE TERRITORIAL INTEGRITY OF THE UNITED STATES,EXECUTIVE ORDER,2025-01-20,the Contingency Planning Guidance and Guidance for the Employment of the Force,LAW,Contingency Planning Guidance and Guidance for the Employment of the Force
pa_014,CLARIFYING THE MILITARY’S ROLE IN PROTECTING THE TERRITORIAL INTEGRITY OF THE UNITED STATES,EXECUTIVE ORDER,2025-01-20,Sec. 4. General Provisions,LAW,Sec. 4. General Provisions
pa_014,CLARIFYING THE MILITARY’S ROLE IN PROTECTING THE TERRITORIAL INTEGRITY OF THE UNITED STATES,EXECUTIVE ORDER,2025-01-20,the Office of Management and Budget,ORG,Office of Management and Budget
pa_014,CLARIFYING THE MILITARY’S ROLE IN PROTECTING THE TERRITORIAL INTEGRITY OF THE UNITED STATES,EXECUTIVE ORDER,2025-01-20,THE WHITE HOUSE,ORG,WHITE HOUSE
pa_014,CLARIFYING THE MILITARY’S ROLE IN PROTECTING THE TERRITORIAL INTEGRITY OF THE UNITED STATES,EXECUTIVE ORDER,2025-01-20,News Administration,ORG,News Administration
pa_014,CLARIFYING THE MILITARY’S ROLE IN PROTECTING THE TERRITORIAL INTEGRITY OF THE UNITED STATES,EXECUTIVE ORDER,2025-01-20,The White House,FAC,White House
pa_014,CLARIFYING THE MILITARY’S ROLE IN PROTECTING THE TERRITORIAL INTEGRITY OF THE UNITED STATES,EXECUTIVE ORDER,2025-01-20,"Washington, DC",GPE,"Washington, DC"
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Constitution,LAW,Constitution
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,the United States of America,GPE,the United States of America
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Section 1. Background .,LAW,Section 1. Background .
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,America,GPE,America
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,American,NORP,American
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Sec. 2. Policy.,LAW,Sec. 2. Policy.
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,the United States,GPE,the United States
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Federal,ORG,Federal
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,the Outer Continental Shelf,LOC,the Outer Continental Shelf
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,the United States’s,GPE,the United States’s
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Sec. 3. Immediate Review of All Agency Actions,LAW,Sec. 3. Immediate Review of All Agency Actions
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,section 2,LAW,Section 2
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,the Office of Management and Budget,ORG,Office of Management and Budget
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,OMB,ORG,OMB
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,the National Economic Council,ORG,National Economic Council
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,NEC,ORG,NEC
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,this Executive Order,LAW,This Executive Order
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Sec. 4. Revocation of and Revisions to Certain Presidential and Regulatory Actions,LAW,Sec. 4. Revocation of and Revisions to Certain Presidential and Regulatory Actions
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Executive Order 13990,LAW,Executive Order 13990
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Executive Order 13992,LAW,Executive Order 13992
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Executive Order 14008,LAW,Executive Order 14008
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Tackling the Climate Crisis at Home and Abroad,WORK_OF_ART,Tackling the Climate Crisis at Home and Abroad
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Executive Order 14007,LAW,Executive Order 14007
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Executive Order 14013,LAW,Executive Order 14013
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Rebuilding and Enhancing Programs to Resettle Refugees and Planning for the Impact of Climate Change,WORK_OF_ART,Rebuilding and Enhancing Programs to Resettle Refugees and Planning for the Impact of Climate Change
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Executive Order 14027,LAW,Executive Order 14027
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,the Climate Change Support Office,ORG,Climate Change Support Office
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Executive Order,LAW,Executive Order
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Executive Order 14057,LAW,Executive Order 14057
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Executive Order 14072,LAW,Executive Order 14072
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Executive Order 14082,LAW,Executive Order 14082
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,the Energy and Infrastructure Provisions,LAW,Energy and Infrastructure Provisions
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,the Inflation Reduction Act of 2022,LAW,Inflation Reduction Act of 2022
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Executive Order 14096,LAW,Executive Order 14096
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,the American Climate Corps,ORG,American Climate Corps
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,the “American Climate Corps Memorandum of Understanding,LAW,“American Climate Corps Memorandum of Understanding
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,subsection (a),LAW,Subsection (a
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Sec. 5. Unleashing Energy Dominance through Efficient Permitting,LAW,Sec. 5. Unleashing Energy Dominance Through Efficient Permitting
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Executive Order 11991,LAW,Executive Order 11991
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,the Council on Environmental Quality,ORG,Council on Environmental Quality
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,CEQ,ORG,CEQ
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,the National Environmental Policy Act,LAW,National Environmental Policy Act
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,42 U.S.C. 4321,LAW,42 U.S.C. 4321
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,NEPA,LAW,NEPA
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,40 CFR 1500,LAW,40 CFR 1500
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,the Fiscal Responsibility Act of 2023,LAW,Fiscal Responsibility Act of 2023
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Public Law 118,LAW,Public Law 118
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Defense,ORG,Defense
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Interior,ORG,Interior
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Agriculture,ORG,Agriculture
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Commerce,ORG,Commerce
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Housing and Urban Development,ORG,Housing and Urban Development
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Transportation,ORG,Transportation
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Energy,ORG,Energy
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Homeland Security,ORG,Homeland Security
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,the Environmental Protection Agency,ORG,Environmental Protection Agency
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,EPA,ORG,EPA
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,the Office of Legislative Affairs,ORG,Office of Legislative Affairs
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Congress,ORG,Congress
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Nation,ORG,Nation
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Sec. 6. Prioritizing Accuracy in Environmental Analyses,LAW,Sec. 6. Prioritizing Accuracy in Environmental Analyses
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,The Interagency Working Group on the Social Cost of Greenhouse Gases,ORG,Interagency Working Group on the Social Cost of Greenhouse Gases
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,IWG,ORG,IWG
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,the Presidential Memorandum of January,LAW,Presidential Memorandum of January
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Restoring Trust in Government Through Scientific Integrity and Evidence-Based Policymaking,WORK_OF_ART,Restoring Trust in Government Through Scientific Integrity and Evidence-Based Policymaking
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,the Report of the Greenhouse Gas Monitoring and Measurement Interagency Working Group,LAW,Report of the Greenhouse Gas Monitoring and Measurement Interagency Working Group
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,the Technical Support Document,LAW,Technical Support Document
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,OMB Circular A-4 of September,LAW,OMB Circular A-4 of September
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,the Regulatory Analysis,LAW,Regulatory Analysis
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Section 202(a) of,LAW,Section 202(a) of
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,the Clean Air Act,LAW,Clean Air Act
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,"Final Rule,",LAW,"Final Rule,"
pa_015,UNLEASHING AMERICAN ENERGY,EXECUTIVE ORDER,2025-01-20,Sec. 7. Terminating the Green New Deal,LAW,Sec. 7. Terminating the Green New Deal
